sentence,response,label
"i have total faith in my therapist and i know he isn't going to over-react or freak out, i'm more worried about how i'm going to handle everything.",non-distorted,distorted
my self-esteem and self-respect are practically nonexistent; i think i'm ugly and dumb and worthless and a failure at everything i do.,distorted,distorted
i seek your advice because i feel lost.,non-distorted,non-distorted
"as a boyfriend, i find myself constantly annoyed and angry with him because i feel like he doesn't understand me, and he says he feels the same.",distorted,distorted
"i then gave it a year, my anxiety got worst, i rash out in hives, i shake, i don't want to go to school.",distorted,distorted
"i hear voices that tell me i should cut myself or try to kill myself and the voice sounds evil,not human, i sometimes also hear like as though the telly or radio is going off but nothings on at the time.",distorted,distorted
"for instance, i forced myself to feel bad and to think myself to be worthless.",distorted,distorted
it triggered anxiety in me because i thought that i was going crazy.,distorted,distorted
angry because i have no one.,distorted,distorted
i feel like we cannot enjoy healthy sex because of my demands.,distorted,distorted
it didn't seem to be very traumatic at all though.,non-distorted,distorted
i was abused as a child and thought i was over all of this.,non-distorted,distorted
"during the relationship, he knew i was struggling with depression, and now i feel like it's only gotten worse.",distorted,distorted
i feel as if i need a plan because i feel lost.,non-distorted,distorted
i'm going trough a bad break up of 8 years and trying to cope with this on again off again relationship.,non-distorted,distorted
"in high school and middle school, i had more of an excuse because i was working through very bad anxiety, depression and ocd.",non-distorted,distorted
i got married last year and unfortunately didn't last too long only for 9 months.,non-distorted,distorted
